Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,AvgCTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
5/23/2025,3:47,BKG100173,Success,CUST18763,Auto,Ulsoor,Devanahalli,4,13,0,,0,,0,,92.4,24.16,4.8,3.5,Cash
5/5/2025,1:12,BKG100174,Success,CUST11974,Bike,Jayanagar,HSR Sector 6,4,6,0,,0,,0,,771.52,10.55,4.7,4.9,Wallet
5/24/2025,15:49,BKG100175,Cancelled by Customer,CUST18962,Auto,Arekere,Hebbal,,,1,Wrong Address,0,,0,,,,,,
5/24/2025,4:32,BKG100176,Cancelled by Driver,CUST12804,eBike,HSR Sector 5,Bannerghatta Road,,,0,,1,Personal & Car related issues,0,,,,,,
5/4/2025,2:42,BKG100177,Success,CUST12640,Prime Plus,Marathahalli,Horamavu,5,7,0,,0,,0,,113.44,11.82,4.8,4.2,Credit Card
5/25/2025,20:56,BKG100178,Incomplete,CUST14656,Prime Sedan,Sarjapur Road,Bellandur,,,0,,0,,1,Customer Demand,,,,,
5/8/2025,12:00,BKG100179,Success,CUST16410,Mini,Bannerghatta Road,Indiranagar,4,14,0,,0,,0,,392.56,6.02,4.1,4.9,Cash
5/27/2025,3:42,BKG100180,Success,CUST18522,Bike,Kalyan Nagar,HSR Sector 2,2,10,0,,0,,0,,417.81,20.37,4.6,4.5,Cash
5/28/2025,22:31,BKG100181,Success,CUST10756,Prime Sedan,JP Nagar,Rajajinagar,10,15,0,,0,,0,,268,19.49,4.5,3.2,Cash
5/19/2025,11:55,BKG100182,Cancelled by Customer,CUST15109,eBike,Kammanahalli,Frazer Town,,,1,Wrong Address,0,,0,,,,,,
5/3/2025,1:19,BKG100183,Cancelled by Customer,CUST14775,eBike,HSR Layout,Sarjapur Road,,,1,Change of plans,0,,0,,,,,,
5/23/2025,1:14,BKG100184,Success,CUST13302,Prime Plus,JP Nagar,HSR Layout,3,5,0,,0,,0,,81.44,17.64,4.2,3,Wallet
5/24/2025,21:08,BKG100185,Cancelled by Driver,CUST12564,Mini,Nagarbhavi,Rajajinagar,,,0,,1,Customer related issue,0,,,,,,
5/6/2025,8:24,BKG100186,Incomplete,CUST14327,Bike,Yelahanka,Whitefield,,,0,,0,,1,Customer Demand,,,,,
5/1/2025,2:01,BKG100187,Success,CUST12613,Auto,Marathahalli,Jayanagar,8,5,0,,0,,0,,134.71,5,4.6,3.1,Wallet
5/10/2025,2:49,BKG100188,Incomplete,CUST12931,Bike,Bommanahalli,Kudlu Gate,,,0,,0,,1,Other Issue,,,,,
5/25/2025,5:22,BKG100189,Incomplete,CUST11273,Prime Sedan,Domlur,HSR Sector 2,,,0,,0,,1,Vehicle Breakdown,,,,,
5/6/2025,16:12,BKG100190,Success,CUST17039,Prime Sedan,HSR Sector 6,Yeshwanthpur,6,13,0,,0,,0,,64.42,13.58,3.5,4.1,UPI
5/7/2025,13:18,BKG100191,Success,CUST19970,Prime Sedan,Horamavu,KR Puram,6,8,0,,0,,0,,222.15,19.81,4.5,3.6,Credit Card
5/29/2025,20:46,BKG100192,Success,CUST16876,Bike,HSR Sector 7,Jayanagar,9,9,0,,0,,0,,556.07,22.35,4.9,3.8,UPI
5/9/2025,10:38,BKG100193,Success,CUST14201,Bike,HSR Sector 4,Koramangala,2,15,0,,0,,0,,189.57,17.74,4.7,3.7,Credit Card
5/3/2025,12:27,BKG100194,Success,CUST12055,Prime SUV,BTM Layout,Frazer Town,6,10,0,,0,,0,,793.53,10.05,4.4,3.2,Wallet
5/16/2025,15:34,BKG100195,Cancelled by Driver,CUST17150,Bike,Shivajinagar,Arekere,,,0,,1,Personal & Car related issues,0,,,,,,
5/29/2025,10:32,BKG100196,Success,CUST10169,Prime Sedan,Indiranagar,Vijayanagar,4,15,0,,0,,0,,731.34,15.62,3.6,4.2,Cash
5/22/2025,22:28,BKG100197,Success,CUST19184,Prime Plus,Kudlu Gate,Rajajinagar,7,15,0,,0,,0,,403.8,7.11,4.9,4.8,UPI
5/23/2025,14:32,BKG100198,Success,CUST11008,Prime Plus,Basavanagudi,Yeshwanthpur,6,11,0,,0,,0,,402.08,18.27,4.7,3.5,Debit Card
5/2/2025,4:19,BKG100199,Success,CUST15657,Auto,Malleshwaram,Frazer Town,2,8,0,,0,,0,,553.92,15.93,3.6,3,Cash
5/14/2025,2:38,BKG100200,Cancelled by Customer,CUST16851,Prime Plus,Hoodi,RT Nagar,,,1,Driver asked to cancel,0,,0,,,,,,
5/10/2025,12:58,BKG100201,Success,CUST14618,Bike,Marathahalli,Arekere,5,14,0,,0,,0,,187.11,4.09,4.2,4.8,Cash
5/31/2025,4:06,BKG100202,Success,CUST17857,eBike,Rajajinagar,Mahadevpura,4,6,0,,0,,0,,502.68,2.25,3.6,4.5,Debit Card
5/19/2025,0:21,BKG100203,Success,CUST12646,Bike,Marathahalli,Magadi Road,7,12,0,,0,,0,,463.78,10.16,3.7,4.2,Net Banking
5/18/2025,8:25,BKG100204,Success,CUST11028,eBike,HSR Sector 3,Peenya,6,8,0,,0,,0,,548.78,5.11,4.8,4.2,UPI
5/23/2025,11:28,BKG100205,Success,CUST16178,Auto,Kalena Agrahara,Kammanahalli,6,11,0,,0,,0,,508.02,2.03,3,3.5,UPI
5/25/2025,17:03,BKG100206,Success,CUST19279,Bike,KR Puram,Arekere,9,15,0,,0,,0,,610.98,20.74,3.8,3.6,Net Banking
5/29/2025,17:31,BKG100207,Success,CUST13766,Bike,Hulimavu,JP Nagar,7,15,0,,0,,0,,781.84,8.67,4.2,3.2,Net Banking
5/14/2025,18:20,BKG100208,Success,CUST13511,Prime Plus,RT Nagar,Nagarbhavi,2,10,0,,0,,0,,544.25,9.12,4.7,4.7,Net Banking
5/2/2025,4:17,BKG100209,Cancelled by Customer,CUST10681,eBike,Bannerghatta Road,HSR Sector 7,,,1,Change of plans,0,,0,,,,,,
5/18/2025,16:13,BKG100210,Success,CUST13273,Prime Sedan,HSR Sector 6,Domlur,4,12,0,,0,,0,,137.74,2.54,3.9,3.2,Wallet
5/16/2025,20:53,BKG100211,Success,CUST14937,Bike,Hebbal,Shivajinagar,7,10,0,,0,,0,,503.32,21.13,3,4.2,Credit Card
5/15/2025,9:17,BKG100212,Cancelled by Customer,CUST13907,Prime SUV,Rajajinagar,Yelahanka,,,1,Change of plans,0,,0,,,,,,
5/20/2025,1:58,BKG100213,Success,CUST14951,Prime Sedan,Hoodi,HSR Sector 2,6,14,0,,0,,0,,185.83,7.16,4,4.9,Credit Card
5/20/2025,20:57,BKG100214,Success,CUST16606,Prime SUV,Kalyan Nagar,Nagarbhavi,8,10,0,,0,,0,,200.62,4.49,4.1,4.1,Net Banking
5/12/2025,19:27,BKG100215,Success,CUST15692,Prime Sedan,HSR Sector 6,Arekere,10,5,0,,0,,0,,569.74,14.44,3.1,3.2,Credit Card
5/27/2025,1:40,BKG100216,Success,CUST16780,Prime Sedan,Hulimavu,Kudlu Gate,6,15,0,,0,,0,,219.27,16.51,4.8,4,Cash
5/13/2025,18:14,BKG100217,Cancelled by Customer,CUST12014,Auto,HSR Sector 7,HSR Sector 3,,,1,Change of plans,0,,0,,,,,,
5/18/2025,18:40,BKG100218,Cancelled by Driver,CUST18945,Prime Plus,Rajajinagar,Indiranagar,,,0,,1,The customer was coughing/sick,0,,,,,,
5/27/2025,11:50,BKG100219,Success,CUST10476,eBike,Koramangala,Whitefield,8,7,0,,0,,0,,471.48,22.88,3.9,4.8,Debit Card
5/24/2025,15:49,BKG100220,Cancelled by Customer,CUST12454,Prime Plus,Marathahalli,Koramangala,,,1,Driver asked to cancel,0,,0,,,,,,
5/27/2025,2:27,BKG100221,Success,CUST10227,Prime Plus,Koramangala,Rajajinagar,2,15,0,,0,,0,,112.48,7.64,4.7,5,Credit Card
5/1/2025,12:47,BKG100222,Success,CUST14604,Bike,Hoodi,Domlur,5,13,0,,0,,0,,171.72,17.64,3.3,4.6,Credit Card
5/14/2025,13:03,BKG100223,Cancelled by Customer,CUST18746,Prime SUV,Sarjapur Road,Vijayanagar,,,1,Change of plans,0,,0,,,,,,
5/14/2025,16:08,BKG100224,Success,CUST13801,Auto,HSR Sector 5,Indiranagar,9,12,0,,0,,0,,406.4,12.49,4.8,3.5,UPI
5/2/2025,19:30,BKG100225,Success,CUST15792,Bike,Malleshwaram,Bannerghatta Road,9,14,0,,0,,0,,575.53,11.3,3.4,4.4,Debit Card
5/24/2025,2:05,BKG100226,Success,CUST17678,Prime Plus,Shivajinagar,Arekere,3,15,0,,0,,0,,332.52,4.18,3.4,4.5,Debit Card
5/7/2025,19:14,BKG100227,Success,CUST18571,Auto,Marathahalli,Basavanagudi,3,15,0,,0,,0,,453.97,11.64,3,4.9,UPI
5/18/2025,11:37,BKG100228,Success,CUST14747,Prime Plus,Domlur,Vijayanagar,6,15,0,,0,,0,,183.37,19.91,3.8,3.1,UPI
5/28/2025,2:59,BKG100229,Success,CUST10599,Auto,Shivajinagar,Devanahalli,2,5,0,,0,,0,,689.72,12.21,4.2,3.4,UPI
5/11/2025,10:20,BKG100230,Cancelled by Customer,CUST14512,Mini,Mahadevpura,HSR Sector 5,,,1,Wrong Address,0,,0,,,,,,
5/9/2025,2:11,BKG100231,Success,CUST12538,Prime Plus,Whitefield,Banashankari,7,12,0,,0,,0,,787.61,13.57,3.8,4.4,Wallet
5/1/2025,9:37,BKG100232,Success,CUST17427,eBike,Bommanahalli,Electronic City,4,12,0,,0,,0,,364.81,23.94,3.7,3.8,Debit Card
5/25/2025,17:49,BKG100233,Success,CUST19451,Auto,Hoodi,Bannerghatta Road,6,12,0,,0,,0,,94.9,17.79,3.2,3.4,Cash
5/13/2025,6:38,BKG100234,Incomplete,CUST17410,Bike,Jayanagar,HSR Sector 7,,,0,,0,,1,Other Issue,,,,,
5/10/2025,6:57,BKG100235,Success,CUST15305,Prime Sedan,HSR Sector 5,Kudlu Gate,2,9,0,,0,,0,,145.56,18.38,4.3,4,Credit Card
5/13/2025,7:08,BKG100236,Success,CUST14767,Prime Plus,HSR Layout,Domlur,4,15,0,,0,,0,,656.13,8.42,3.5,4.2,Cash
5/9/2025,1:06,BKG100237,Cancelled by Customer,CUST15784,Prime Plus,Bommanahalli,MG Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/26/2025,1:42,BKG100238,Success,CUST19665,Prime Sedan,Kammanahalli,HSR Sector 6,2,5,0,,0,,0,,379.22,12.9,4.5,3.1,UPI
5/19/2025,15:10,BKG100239,Success,CUST12057,Prime SUV,Whitefield,Mahadevpura,4,9,0,,0,,0,,198.98,18.73,3.7,4.6,Cash
5/13/2025,2:48,BKG100240,Success,CUST10546,Prime SUV,Koramangala,RT Nagar,5,15,0,,0,,0,,391.41,19.34,4.6,4.5,Credit Card
5/17/2025,18:55,BKG100241,Cancelled by Driver,CUST12535,Mini,Yeshwanthpur,Kalyan Nagar,,,0,,1,More than permitted people in there,0,,,,,,
5/16/2025,1:17,BKG100242,Success,CUST17422,Prime Plus,Ulsoor,Jayanagar,9,15,0,,0,,0,,681.86,22.88,3.4,3.4,UPI
5/31/2025,9:51,BKG100243,Cancelled by Customer,CUST11588,Bike,Marathahalli,Nagarbhavi,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/2/2025,2:21,BKG100244,Success,CUST17129,Bike,Arekere,HSR Sector 3,5,14,0,,0,,0,,512.49,17.63,4.2,3.3,Net Banking
5/23/2025,1:44,BKG100245,Success,CUST13161,eBike,Horamavu,Basavanagudi,9,5,0,,0,,0,,797.75,10.7,4.1,3.6,UPI
5/16/2025,17:33,BKG100246,Success,CUST13032,Prime Plus,RT Nagar,JP Nagar,4,5,0,,0,,0,,384.69,20.2,5,3.3,UPI
5/3/2025,20:34,BKG100247,Incomplete,CUST13277,Auto,HSR Sector 4,Nagarbhavi,,,0,,0,,1,Customer Demand,,,,,
5/15/2025,1:15,BKG100248,Success,CUST13524,Mini,Peenya,Vijayanagar,2,15,0,,0,,0,,209.73,22.8,3.4,4.4,Debit Card
5/29/2025,20:10,BKG100249,Success,CUST10536,Bike,Kudlu Gate,HSR Sector 2,9,12,0,,0,,0,,340.3,19.86,4.6,4.8,Wallet
5/22/2025,19:15,BKG100250,Incomplete,CUST17506,eBike,Kalena Agrahara,HSR Sector 4,,,0,,0,,1,Customer Demand,,,,,
5/28/2025,3:31,BKG100251,Success,CUST12540,Auto,Hebbal,HSR Sector 2,6,5,0,,0,,0,,366.72,8.09,4.1,4.8,Debit Card
5/26/2025,2:32,BKG100252,Success,CUST12440,Mini,Indiranagar,Bannerghatta Road,2,9,0,,0,,0,,119.31,2.36,3.5,3.5,Debit Card
5/15/2025,13:01,BKG100253,Cancelled by Driver,CUST12230,Prime Sedan,Malleshwaram,Bellandur,,,0,,1,Customer related issue,0,,,,,,
5/6/2025,14:13,BKG100254,Success,CUST18050,Prime Sedan,Bannerghatta Road,Marathahalli,7,10,0,,0,,0,,562.35,24.29,4.9,3.6,Net Banking
5/7/2025,19:31,BKG100255,Cancelled by Driver,CUST18760,eBike,Domlur,Indiranagar,,,0,,1,The customer was coughing/sick,0,,,,,,
5/22/2025,13:48,BKG100256,Success,CUST11719,Auto,Hulimavu,Yeshwanthpur,8,8,0,,0,,0,,484.19,8.87,4.1,3.1,Credit Card
5/2/2025,1:48,BKG100257,Success,CUST13154,Prime Sedan,HSR Sector 2,Peenya,7,12,0,,0,,0,,52.97,18.57,3.6,4.1,Net Banking
5/13/2025,7:32,BKG100258,Success,CUST15805,Prime Sedan,Rajajinagar,Electronic City,8,7,0,,0,,0,,644.62,24.47,4.8,4.1,Credit Card
5/7/2025,7:43,BKG100259,Success,CUST19607,Mini,Hulimavu,Electronic City,7,6,0,,0,,0,,141.36,11.41,4.7,3.3,Net Banking
5/21/2025,5:52,BKG100260,Success,CUST10629,Mini,HSR Sector 3,HSR Sector 6,4,7,0,,0,,0,,522.43,16.99,3.8,4.1,Debit Card
5/15/2025,21:29,BKG100261,Success,CUST11853,eBike,HSR Layout,Horamavu,9,12,0,,0,,0,,160.29,24.8,4.9,3.9,UPI
5/10/2025,8:09,BKG100262,Success,CUST13089,Mini,HSR Sector 1,HSR Layout,3,14,0,,0,,0,,133.92,24.22,3.3,3.9,Cash
5/19/2025,10:48,BKG100263,Success,CUST10118,Prime Plus,Kalena Agrahara,Yelahanka,10,12,0,,0,,0,,81.04,17.35,4,4.7,Credit Card
5/19/2025,23:19,BKG100264,Success,CUST17402,Prime SUV,Bellandur,HSR Sector 7,2,13,0,,0,,0,,685.53,18.61,4.3,4.1,Net Banking
5/19/2025,6:43,BKG100265,Incomplete,CUST11677,Prime SUV,Devanahalli,Peenya,,,0,,0,,1,Customer Demand,,,,,
5/27/2025,20:02,BKG100266,Cancelled by Driver,CUST18586,Prime SUV,Electronic City,Horamavu,,,0,,1,The customer was coughing/sick,0,,,,,,
5/28/2025,19:58,BKG100267,Success,CUST17829,Bike,Kammanahalli,Nagarbhavi,7,11,0,,0,,0,,216.68,11.54,4.8,3.8,Wallet
5/11/2025,3:09,BKG100268,Success,CUST11536,Auto,Basavanagudi,Kudlu Gate,7,13,0,,0,,0,,73.4,15.3,3.1,4.4,Cash
5/13/2025,17:43,BKG100269,Cancelled by Customer,CUST16030,Prime Sedan,Koramangala,JP Nagar,,,1,Change of plans,0,,0,,,,,,
5/1/2025,3:32,BKG100270,Success,CUST18558,eBike,Horamavu,Bommanahalli,3,10,0,,0,,0,,234.29,8.49,4.8,4,UPI
5/22/2025,7:55,BKG100271,Cancelled by Customer,CUST18651,Prime Sedan,Frazer Town,Kammanahalli,,,1,Driver asked to cancel,0,,0,,,,,,
5/18/2025,18:41,BKG100272,Incomplete,CUST15407,Prime Plus,Ulsoor,KR Puram,,,0,,0,,1,Customer Demand,,,,,
5/21/2025,20:29,BKG100273,Success,CUST17829,Bike,HSR Layout,Magadi Road,6,7,0,,0,,0,,657.12,2.04,3.7,3.7,Debit Card
5/13/2025,10:17,BKG100274,Success,CUST12869,eBike,JP Nagar,Domlur,9,9,0,,0,,0,,764.71,14.86,4.7,4.9,Net Banking
5/14/2025,10:14,BKG100275,Success,CUST13263,Auto,MG Road,Bommanahalli,9,8,0,,0,,0,,258.02,7.09,3.6,4.9,Cash
5/7/2025,21:03,BKG100276,Success,CUST17320,eBike,Devanahalli,MG Road,3,9,0,,0,,0,,696.59,3.32,4.7,4.4,Debit Card
5/28/2025,20:24,BKG100277,Success,CUST16876,Bike,Peenya,Bellandur,8,12,0,,0,,0,,440.34,19.91,3.5,4,Debit Card
5/29/2025,1:27,BKG100278,Success,CUST18945,Auto,Indiranagar,Whitefield,7,11,0,,0,,0,,376.36,9.55,4.1,3.1,Wallet
5/29/2025,19:12,BKG100279,Success,CUST16778,Prime Sedan,Bellandur,Koramangala,6,13,0,,0,,0,,176.04,6.84,3.2,4.5,Net Banking
5/6/2025,11:41,BKG100280,Success,CUST11374,Auto,Yelahanka,Bommanahalli,5,7,0,,0,,0,,218.67,7.28,4.3,4.9,Wallet
5/2/2025,5:17,BKG100281,Cancelled by Customer,CUST19384,Prime Plus,KR Puram,Bannerghatta Road,,,1,Change of plans,0,,0,,,,,,
5/11/2025,10:29,BKG100282,Success,CUST12295,Bike,HSR Layout,HSR Sector 6,3,6,0,,0,,0,,218.59,22.31,3,3.5,Wallet
5/16/2025,17:37,BKG100283,Cancelled by Driver,CUST12687,eBike,Hoodi,Ulsoor,,,0,,1,The customer was coughing/sick,0,,,,,,
5/14/2025,2:20,BKG100284,Success,CUST11233,Prime Plus,Shivajinagar,HSR Sector 1,8,9,0,,0,,0,,469.3,23.76,4.1,3.3,Wallet
5/1/2025,22:52,BKG100285,Incomplete,CUST19920,Auto,HSR Sector 4,Domlur,,,0,,0,,1,Other Issue,,,,,
5/9/2025,6:50,BKG100286,Cancelled by Customer,CUST10086,Prime SUV,Basavanagudi,Jayanagar,,,1,Change of plans,0,,0,,,,,,
5/27/2025,6:19,BKG100287,Success,CUST16860,eBike,Yelahanka,Marathahalli,6,12,0,,0,,0,,244.43,23.19,4.6,3.8,Credit Card
5/21/2025,6:32,BKG100288,Success,CUST18177,Mini,HSR Sector 4,Sarjapur Road,5,14,0,,0,,0,,300.06,11.74,3,3.9,Cash
5/11/2025,21:00,BKG100289,Success,CUST14464,Auto,Marathahalli,HSR Sector 4,2,6,0,,0,,0,,391.75,15.95,3.1,4.3,Cash
5/27/2025,16:38,BKG100290,Success,CUST11438,Auto,Mahadevpura,JP Nagar,4,14,0,,0,,0,,527.79,11.39,3.5,3.6,Credit Card
5/25/2025,5:48,BKG100291,Success,CUST13274,eBike,HSR Sector 2,Koramangala,3,7,0,,0,,0,,115.41,10.15,4.4,3.1,UPI
5/19/2025,1:19,BKG100292,Success,CUST11790,Mini,Kudlu Gate,Kalyan Nagar,7,14,0,,0,,0,,287.53,15.8,4.3,4.8,Debit Card
5/11/2025,13:34,BKG100293,Cancelled by Driver,CUST10962,Prime SUV,Peenya,Basavanagudi,,,0,,1,Personal & Car related issues,0,,,,,,
5/14/2025,5:29,BKG100294,Success,CUST18916,Auto,Koramangala,Electronic City,4,7,0,,0,,0,,555.45,22.09,4,4.9,Debit Card
5/29/2025,6:24,BKG100295,Success,CUST16081,Mini,HSR Sector 1,Nagarbhavi,2,5,0,,0,,0,,536.3,4.13,3.8,3.4,Cash
5/31/2025,15:08,BKG100296,Incomplete,CUST13176,Prime SUV,Devanahalli,Malleshwaram,,,0,,0,,1,Customer Demand,,,,,
5/25/2025,13:46,BKG100297,Success,CUST16064,Prime Sedan,Jayanagar,Ulsoor,5,11,0,,0,,0,,538.78,11.47,4.1,3.8,Debit Card
5/5/2025,18:02,BKG100298,Cancelled by Driver,CUST19240,Prime Sedan,JP Nagar,Devanahalli,,,0,,1,Customer related issue,0,,,,,,
5/12/2025,8:28,BKG100299,Success,CUST19600,Prime SUV,Ulsoor,Vijayanagar,10,10,0,,0,,0,,306.83,20.76,5,3.3,UPI
5/24/2025,23:16,BKG100300,Cancelled by Customer,CUST17390,Auto,BTM Layout,Koramangala,,,1,Wrong Address,0,,0,,,,,,
5/30/2025,18:57,BKG100301,Success,CUST12727,Prime Plus,Nagarbhavi,Kudlu Gate,8,15,0,,0,,0,,554.97,21.71,3,4.2,Debit Card
5/29/2025,7:13,BKG100302,Success,CUST10558,Prime Plus,KR Puram,Yelahanka,6,11,0,,0,,0,,98.57,14.89,4.2,4,Debit Card
5/12/2025,23:25,BKG100303,Cancelled by Customer,CUST17159,Mini,Kudlu Gate,Devanahalli,,,1,Wrong Address,0,,0,,,,,,
5/17/2025,7:34,BKG100304,Success,CUST17696,Prime Sedan,Basavanagudi,HSR Sector 1,2,9,0,,0,,0,,103.75,21.48,3.6,3.3,Credit Card
5/7/2025,23:03,BKG100305,Success,CUST16829,eBike,Brookefield,HSR Sector 2,2,11,0,,0,,0,,363.56,17.21,3.5,4.7,Wallet
5/11/2025,11:52,BKG100306,Cancelled by Driver,CUST17250,Prime Sedan,Bannerghatta Road,HSR Sector 5,,,0,,1,The customer was coughing/sick,0,,,,,,
5/25/2025,6:08,BKG100307,Success,CUST19688,Prime SUV,HSR Sector 5,HSR Sector 6,8,5,0,,0,,0,,223.51,8.24,4.1,3.7,Wallet
5/18/2025,15:37,BKG100308,Success,CUST17573,Prime Sedan,Kalyan Nagar,HSR Sector 1,5,8,0,,0,,0,,313.41,16.28,4.7,3.8,Cash
5/14/2025,11:04,BKG100309,Success,CUST11545,Prime Plus,Yeshwanthpur,Hebbal,4,12,0,,0,,0,,480.53,11.51,3.1,3.1,Cash
5/12/2025,8:57,BKG100310,Success,CUST15758,Bike,HSR Sector 4,Devanahalli,8,11,0,,0,,0,,607.73,24.33,3.9,3.6,UPI
5/14/2025,14:32,BKG100311,Success,CUST10815,eBike,Frazer Town,Kudlu Gate,9,11,0,,0,,0,,462.97,11.14,4.3,3.8,Debit Card
5/23/2025,22:17,BKG100312,Success,CUST11902,Auto,Shivajinagar,Kalena Agrahara,8,14,0,,0,,0,,776.79,21.16,3.5,3.2,Cash
5/7/2025,18:12,BKG100313,Cancelled by Customer,CUST14168,eBike,Ulsoor,BTM Layout,,,1,Change of plans,0,,0,,,,,,
5/31/2025,9:21,BKG100314,Cancelled by Customer,CUST18739,Auto,Ulsoor,Bommanahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/20/2025,23:34,BKG100315,Incomplete,CUST18069,eBike,RT Nagar,HSR Sector 2,,,0,,0,,1,Customer Demand,,,,,
5/10/2025,5:23,BKG100316,Success,CUST18983,Prime SUV,HSR Sector 6,Rajajinagar,9,11,0,,0,,0,,375.76,15.19,4.9,4.6,UPI
5/30/2025,21:16,BKG100317,Success,CUST18028,Mini,Whitefield,Bellandur,10,14,0,,0,,0,,425.28,3.01,3.9,3.9,Cash
5/5/2025,10:02,BKG100318,Success,CUST10630,Prime Sedan,Kudlu Gate,Bellandur,5,10,0,,0,,0,,100.17,2.68,4.8,4.9,Debit Card
5/30/2025,6:08,BKG100319,Success,CUST16926,Mini,Hulimavu,HSR Sector 7,7,7,0,,0,,0,,534.62,23.86,3.3,3.8,Credit Card
5/1/2025,9:32,BKG100320,Success,CUST16787,Mini,HSR Sector 3,Basavanagudi,6,8,0,,0,,0,,196.55,22.59,4,4,Net Banking
5/6/2025,8:58,BKG100321,Success,CUST15572,Mini,MG Road,Kudlu Gate,2,14,0,,0,,0,,728.8,16.26,4.7,3.3,Debit Card
5/20/2025,6:32,BKG100322,Cancelled by Customer,CUST12941,Prime Plus,Kalena Agrahara,Kalyan Nagar,,,1,Driver asked to cancel,0,,0,,,,,,
5/20/2025,23:20,BKG100323,Success,CUST10612,Auto,Sarjapur Road,HSR Sector 4,8,12,0,,0,,0,,521.45,10.57,4,4.6,Debit Card
5/10/2025,9:49,BKG100324,Success,CUST14937,Prime SUV,Magadi Road,Marathahalli,7,14,0,,0,,0,,238.62,19.01,3.7,3.1,Cash
5/23/2025,7:43,BKG100325,Incomplete,CUST16482,Prime SUV,Kammanahalli,Kammanahalli,,,0,,0,,1,Vehicle Breakdown,,,,,
5/4/2025,1:04,BKG100326,Cancelled by Driver,CUST10734,Mini,Frazer Town,Sarjapur Road,,,0,,1,Personal & Car related issues,0,,,,,,
5/20/2025,4:22,BKG100327,Success,CUST11566,Bike,Nagarbhavi,Domlur,8,8,0,,0,,0,,93.19,3.76,4.9,3,UPI
5/2/2025,23:43,BKG100328,Success,CUST14771,eBike,KR Puram,Rajajinagar,5,9,0,,0,,0,,148.69,14.12,3.5,5,Cash
5/28/2025,19:52,BKG100329,Success,CUST15341,Prime Plus,HSR Sector 4,Hebbal,5,9,0,,0,,0,,147.9,22.14,3.7,4.7,Wallet
5/8/2025,7:03,BKG100330,Success,CUST16107,Auto,Ulsoor,Vijayanagar,4,6,0,,0,,0,,798.43,10.14,4.6,4.1,Debit Card
5/26/2025,15:29,BKG100331,Success,CUST15979,Bike,Ulsoor,Vijayanagar,5,8,0,,0,,0,,141.48,10.45,5,4.5,Debit Card
5/17/2025,16:25,BKG100332,Success,CUST13562,eBike,RT Nagar,HSR Layout,7,10,0,,0,,0,,576.38,13.63,3.3,3.9,Cash
5/22/2025,19:37,BKG100333,Success,CUST15138,Prime Sedan,Bellandur,Banashankari,10,6,0,,0,,0,,125.25,14.02,3.1,4.8,Cash
5/2/2025,11:50,BKG100334,Success,CUST10699,Mini,Kalena Agrahara,HSR Sector 1,2,8,0,,0,,0,,592.71,8.5,3.9,4.9,Cash
5/26/2025,11:00,BKG100335,Success,CUST13504,Auto,Mahadevpura,Bellandur,7,14,0,,0,,0,,306.17,3.48,3.9,4.8,Wallet
5/12/2025,15:27,BKG100336,Success,CUST14364,Prime Plus,HSR Sector 5,Shivajinagar,4,12,0,,0,,0,,221.35,12.22,4.7,3.8,Net Banking
5/24/2025,18:44,BKG100337,Success,CUST11980,Bike,Indiranagar,Sarjapur Road,9,15,0,,0,,0,,329.41,22.3,4.3,3.3,Cash
5/1/2025,3:26,BKG100338,Success,CUST10272,Prime Plus,HSR Sector 7,Basavanagudi,5,7,0,,0,,0,,765.75,10.23,4.9,3.9,Debit Card
5/19/2025,18:06,BKG100339,Success,CUST10367,Bike,Bannerghatta Road,HSR Sector 6,6,14,0,,0,,0,,556.21,2.42,4.5,3.9,Wallet
5/6/2025,6:31,BKG100340,Success,CUST16502,Prime Plus,Mahadevpura,Nagarbhavi,4,14,0,,0,,0,,528.61,8.69,3.5,4.2,Credit Card
5/27/2025,12:30,BKG100341,Cancelled by Driver,CUST19473,Prime SUV,HSR Sector 6,Kammanahalli,,,0,,1,Personal & Car related issues,0,,,,,,
5/10/2025,7:07,BKG100342,Success,CUST16093,Prime Plus,HSR Sector 6,Kalena Agrahara,8,13,0,,0,,0,,126.31,18.48,3.6,4.9,Cash
5/25/2025,3:58,BKG100343,Success,CUST10063,Prime Plus,Electronic City,Hoodi,6,6,0,,0,,0,,352.02,5.75,3.3,5,UPI
5/15/2025,16:11,BKG100344,Success,CUST17398,eBike,Bellandur,Bannerghatta Road,10,7,0,,0,,0,,347.83,3.93,3.3,3.9,Cash
5/18/2025,13:00,BKG100345,Success,CUST12075,Bike,HSR Sector 5,Bommanahalli,5,15,0,,0,,0,,661.63,22.88,3.8,4,Debit Card
5/4/2025,21:26,BKG100346,Success,CUST16177,Bike,Koramangala,Bellandur,2,15,0,,0,,0,,295.17,21.34,4.3,4.4,Debit Card
5/5/2025,19:43,BKG100347,Incomplete,CUST12571,Auto,Whitefield,Vijayanagar,,,0,,0,,1,Vehicle Breakdown,,,,,
